Title,Content,URL,Published At
Less than half of pet owners have the money to deal with a medical emergency: survey,"A majority (77%) of pet owners are interested in a health reset in 2025 and nearly as many (69%) are considering one for their pet, too.  
A survey of 2,000 dog and cat owners compared pet prioritie… [+5299 chars]",https://nypost.com/2025/01/16/lifestyle/less-than-half-of-pet-owners-have-the-money-to-deal-with-a-medical-emergency-survey/,2025-01-16T19:55:17Z
Aaron Rodgers tosses four touchdowns in potential career swan song as Jets win to end tumultuous season,"Aaron Rodgers and the Jets won their final game of the season, but it most definitely was not what they had in mind when they opened the year with ambitious Super Bowl aspirations.
In what may have … [+4191 chars]",https://nypost.com/2025/01/05/sports/jets-aaron-rodgers-tosses-four-td-in-potential-career-swan-song-in-win/,2025-01-06T01:03:02Z
Bank of Dave 2: The Loan Ranger – How Much is a True Story?,"Theres no record of Dave Fishwick being framed for money laundering or serving an extradition order to anybody, but his campaign against companies like the since-dissolved Wonga certainly raised publ… [+1907 chars]",https://www.denofgeek.com/movies/bank-of-dave-2-the-loan-ranger-how-much-is-a-true-story/,2025-01-11T08:00:00Z
Puppies 'Thrown Away In The Trash' At Christmas Still Waiting For Home,"A pair of puppies found dumped in the trash are still waiting to find forever homes of their own.Christmas is increasingly a time for giving when it comes to our pets. A survey of 2,000 pet owners co… [+143 chars]",https://biztoc.com/x/1b4045fed55dabc0,2025-01-17T23:50:53Z
FOX Unintentionally Provides NFL Viewers Cinematic Masterpiece Starring Puzzled Aaron Rodgers,"Getty Image / iStockPhoto
The New York Jets wrapped up a forgettable 2024 season on Sunday against the Miami Dolphins. A number of blunders were seen in that contest, providing a fitting end to the … [+2350 chars]",https://brobible.com/sports/article/new-york-jets-mishaps-aaron-rodgers-curb-your-enthusiasm/,2025-01-06T01:27:11Z
Giants catch break as plane banner taunting them over Saquon Barkley gets canceled,"The weather conditions will give the Giants a reprieve from another plane banner on Sunday.
A banner that was going to taunt the Giants for letting Saquon Barkley walk to the Eagles ahead of the tea… [+1661 chars]",https://nypost.com/2025/01/05/sports/plane-banner-taunting-giants-over-saquon-barkley-gets-canceled/,2025-01-05T17:55:18Z
Puppies 'Thrown Away In The Trash' At Christmas Still Waiting For Home,"A pair of puppies found dumped in the trash are still waiting to find forever homes of their own.
Christmas is increasingly a time for giving when it comes to our pets. A survey of 2,000 pet owners … [+2919 chars]",https://www.newsweek.com/puppies-thrown-away-trash-christmas-still-waiting-home-2017122,2025-01-17T23:45:19Z
Buccaneers’ Jordan Whitehead to miss season finale after getting into car accident,"Buccaneers safety Jordan Whitehead will miss the team’s Week 18 game on Sunday after getting into a car accident on Saturday. 
Tampa Bay said it was placing the defensive back on the reserve/non-foo… [+1663 chars]",https://nypost.com/2025/01/04/sports/buccaneers-jordan-whitehead-gets-into-car-accident/,2025-01-04T20:26:51Z
A More Collaborative World (Blog),"This article was originally published by SSIR en Español in June 2024 and was SSIR en Españols most-read original article in 2024.
Until a few decades ago, Latin American children grew up in a very … [+13062 chars]",https://ssir.org/articles/entry/ashoka-co-leader-community,2025-01-22T13:00:00Z
Jets Week 18 report card: Where has this Aaron Rodgers been?,"Grading the Jets 32-20 win over the Dolphins at MetLife Stadium on Sunday: 
In what may have been the final game of his career, QB Aaron Rodgers threw four touchdown passes and hit a milestone. 
Ro… [+1727 chars]",https://nypost.com/2025/01/05/sports/jets-week-18-report-card-where-has-this-aaron-rodgers-been/,2025-01-06T01:50:29Z
Jets’ Aaron Rodgers throws 500th career touchdown pass to join elite company,"Aaron Rodgers made some history before his season — and possibly his Jets career — become history.
After a zero-TD, two-interception performance in last week’s ugly loss to the Bills, the 41-year-ol… [+1770 chars]",https://nypost.com/2025/01/05/sports/aaron-rodgers-joins-elite-company-with-500th-career-touchdown-pass/,2025-01-05T23:20:11Z
"Barclays PLC Buys 32,269 Shares of AlTi Global, Inc. (NASDAQ:ALTI)","Barclays PLC raised its stake in shares of AlTi Global, Inc. (NASDAQ:ALTI – Free Report) by 264.8% in the 3rd quarter, according to its most recent 13F filing with the Securities and Exchange Commiss… [+2648 chars]",https://www.etfdailynews.com/2025/01/08/barclays-plc-buys-32269-shares-of-alti-global-inc-nasdaqalti/,2025-01-08T08:14:50Z
L.B. Foster (NASDAQ:FSTR) Stock Passes Above 200-Day Moving Average – Should You Sell?,L.B. Foster (NASDAQ:FSTR – Get Free Report)’s share price passed above its two hundred day moving average during trading on Tuesday . The stock has a two hundred day moving average of $22.47 and trad… [+2569 chars],https://www.etfdailynews.com/2025/01/15/l-b-foster-nasdaqfstr-stock-passes-above-200-day-moving-average-should-you-sell/,2025-01-15T08:22:54Z
"NFL coaching tracker, wild-card news: Jaguars fire Doug Pederson, but Giants will retain Brian Daboll","The 2024 NFL regular season is nearly in the books, and soon all eyes will be on the 14 teams heading to the playoffs, beginning with this upcoming weekend's wild-card round. Before then, the teams o… [+7642 chars]",https://sports.yahoo.com/live/nfl-coaching-tracker-wild-card-news-jaguars-fire-doug-pederson-but-giants-will-retain-brian-daboll-222513711.html,2025-01-05T22:25:13Z
"Analyzing the Jets' 2024 season, plus biggest offseason storylines","Woody Johnson was right when he gave a one-word synopsis of the Jets season after their victory over the Miami Dolphins in the finale.
Most thought this year was about to be ""unbelievable.""
Aaron R… [+8527 chars]",https://sny.tv/articles/analyzing-2024-jets-season-biggest-offseason-storylines,2025-01-08T15:00:41Z
You can watch the Super Bowl for free at MetLife Stadium next month,"Throughout the next several weeks, some of the top football teams in the nation will battle it out on the field to earn a coveted spot in Super Bowl LIX, which is set to take over New Orleans' Caesar… [+1565 chars]",https://www.timeout.com/newyork/news/you-can-watch-the-super-bowl-for-free-at-metlife-stadium-next-month-010725,2025-01-07T16:46:55Z
How much are 2025 Super Bowl tickets in New Orleans? See Kendrick Lamar,Vivid Seats is the New York Post's official ticketing partner. We may receive revenue from this partnership for sharing this content and/or when you make a purchase. Featured pricing is subject to ch… [+5569 chars],https://nypost.com/2025/01/16/ticket-sales/2025-super-bowl-ticket-prices-for-new-orleans-see-kendrick-lamar/,2025-01-16T17:12:59Z
JPMorgan outlook for life insurers; upgrades Principal Financial Group,"Investing.com -- JPMorgan maintains a cautious long-term view on the life insurance sector but expects stocks to outperform in the near term. A strong equity market, higher interest rates, and health… [+1099 chars]",https://www.investing.com/news/stock-market-news/jpmorgan-outlook-for-life-insurers-upgrades-principal-financial-group-3800790,2025-01-07T14:56:12Z
Redwire (NYSE:RDW) Reaches New 12-Month High – Should You Buy?,"Redwire Co. (NYSE:RDW – Get Free Report)’s stock price hit a new 52-week high on Saturday . The company traded as high as $18.49 and last traded at $18.09, with a volume of 1215083 shares changing ha… [+3721 chars]",https://www.etfdailynews.com/2025/01/04/redwire-nyserdw-reaches-new-12-month-high-should-you-buy/,2025-01-04T11:14:45Z
"Geode Capital Management LLC Has $4.04 Million Stock Holdings in AlTi Global, Inc. (NASDAQ:ALTI)","Geode Capital Management LLC boosted its position in AlTi Global, Inc. (NASDAQ:ALTI – Free Report) by 41.9% in the third quarter, HoldingsChannel.com reports. The institutional investor owned 1,080,1… [+2946 chars]",https://www.etfdailynews.com/2025/01/06/geode-capital-management-llc-has-4-04-million-stock-holdings-in-alti-global-inc-nasdaqalti/,2025-01-06T08:21:03Z
"Adverum Biotechnologies, Inc. (NASDAQ:ADVM) Receives $27.83 Consensus PT from Analysts","Adverum Biotechnologies, Inc. (NASDAQ:ADVM – Get Free Report) has received an average recommendation of “Moderate Buy” from the six ratings firms that are currently covering the firm, MarketBeat Rati… [+3651 chars]",https://www.etfdailynews.com/2025/01/08/adverum-biotechnologies-inc-nasdaqadvm-receives-27-83-consensus-pt-from-analysts/,2025-01-08T06:16:55Z
Provident Bancorp Inc (NASDAQ:PVBC) Shares Acquired by Geode Capital Management LLC,"Geode Capital Management LLC boosted its position in Provident Bancorp Inc (NASDAQ:PVBC – Free Report) by 1.7% during the third quarter, Holdings Channel.com reports. The fund owned 371,738 shares of… [+3106 chars]",https://www.etfdailynews.com/2025/01/06/provident-bancorp-inc-nasdaqpvbc-shares-acquired-by-geode-capital-management-llc/,2025-01-06T08:52:53Z
"Twin Disc, Incorporated (NASDAQ:TWIN) Shares Purchased by Geode Capital Management LLC","Geode Capital Management LLC lifted its position in Twin Disc, Incorporated (NASDAQ:TWIN – Free Report) by 1.3% in the 3rd quarter, Holdings Channel.com reports. The fund owned 250,924 shares of the … [+3722 chars]",https://www.etfdailynews.com/2025/01/07/twin-disc-incorporated-nasdaqtwin-shares-purchased-by-geode-capital-management-llc/,2025-01-07T08:22:57Z
"Barclays PLC Purchases 1,701 Shares of Bel Fuse Inc. (NASDAQ:BELFA)","Barclays PLC grew its position in shares of Bel Fuse Inc. (NASDAQ:BELFA – Free Report) by 278.9% in the 3rd quarter, HoldingsChannel reports. The fund owned 2,311 shares of the scientific and technic… [+3318 chars]",https://www.etfdailynews.com/2025/01/07/barclays-plc-purchases-1701-shares-of-bel-fuse-inc-nasdaqbelfa/,2025-01-07T08:14:51Z
Gambling.com Group Limited (NASDAQ:GAMB) Given Average Rating of “Buy” by Analysts,"Gambling.com Group Limited (NASDAQ:GAMB – Get Free Report) has earned an average rating of “Buy” from the seven research firms that are presently covering the firm, Marketbeat.com reports. Seven anal… [+3713 chars]",https://www.etfdailynews.com/2025/01/07/gambling-com-group-limited-nasdaqgamb-given-average-rating-of-buy-by-analysts/,2025-01-07T09:44:54Z
Brokerages Set Birkenstock Holding plc (NYSE:BIRK) PT at $68.31,"Shares of Birkenstock Holding plc (NYSE:BIRK – Get Free Report) have received an average rating of “Moderate Buy” from the seventeen research firms that are presently covering the company, Marketbeat… [+3544 chars]",https://www.etfdailynews.com/2025/01/07/brokerages-set-birkenstock-holding-plc-nysebirk-pt-at-68-31/,2025-01-07T06:30:57Z
